student_index,actual_target,cluster_id,learning_style,weekly_hours,priority,alert
1092,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1093,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1094,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1095,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1096,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
1097,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1098,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1099,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1100,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1101,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
1102,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1103,Enrolled,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
1104,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1105,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
1106,Dropout,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1107,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1108,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1109,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1110,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1111,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1112,Enrolled,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1113,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1114,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1115,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1116,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
1117,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1118,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1119,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1120,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1121,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1122,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1123,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1124,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1125,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1126,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1127,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1128,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1129,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1130,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1131,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1132,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1133,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1134,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
1135,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1136,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1137,Dropout,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1138,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1139,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1140,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1141,Enrolled,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1142,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1143,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1144,Enrolled,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1145,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1146,Enrolled,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
1147,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1148,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1149,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1150,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1151,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
1152,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1153,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1154,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1155,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1156,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1157,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1158,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1159,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1160,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1161,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1162,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1163,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1164,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
1165,Graduate,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
1166,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1167,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1168,Dropout,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1169,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1170,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1171,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1172,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1173,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1174,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1175,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1176,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1177,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1178,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1179,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1180,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1181,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1182,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1183,Dropout,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
1184,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1185,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1186,Enrolled,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
1187,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1188,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1189,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
1190,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
1191,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1192,Graduate,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
1193,Graduate,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
1194,Graduate,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
1195,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
1196,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
1197,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
